network_id,pair_id,Location,Site,Management,Treatment,day,moisture,respiration,total_biomass,total_flux,dominant_real_eigenvalue,reactivity,S_full,beta_out_json,beta_in_json,S_het,S_Ftot,S_reconstructed,S_reconstruction_error,beta_norm_converged
Sc_S4_Ex_C_d0,Sc_S4_Ex,Sc,S4,Ex,C,d0,43.4333333333333,0.000542398661495171,829379.8665628927,176.96373439793592,-5.861658403767062e-06,0.1049417723063618,11.40812970866676,"[0.0, 31.556788560464692, 4.065114750932469, 11.895080585621177, 135.8445398721682, 0.0, 0.010835265935766168, 2.862544860003292, 88.47857351155628, 1.587052843319385, 0.01692153124564596, 0.014226858020036277, 0.03114765522194606]","[3.0488892166886155, 1.2789068049640253, 0.02653607540669219, 0.2482289505055514, 8.068796164039401, 0.30889656782078057, 7.413388267344859e-05, 0.17072916734840457, 0.277685172456569, 2.4859995291007482e-05, 0.0, 0.0, 0.0]",-111.61387486850029,124.22267570817074,12.608800839670451,-1.2006711310036913,True
Sc_S4_Ex_D_d0,Sc_S4_Ex,Sc,S4,Ex,D,d0,15.7333333333333,0.00020963571374249,985872.4351786509,281.89035073753354,-3.427043053886566e-05,0.11232612107437077,34.195199930160605,"[0.0, 8.49387248025746, 1.0212580740319217, 2.1345200563408633, 49.30328291364562, 0.0, 0.00034162015225885125, 0.6034071708107442, 40.54746107973842, 0.18917619920583112, 4.1305586643858987e-10, 0.008362036410967413, 0.0001610678866852532]","[1.00170031135441, 1.290565737757554, 0.025872763540981177, 0.10297196028408048, 1.327116585728749, 0.11736174512136947, 0.030690735189994156, 0.0949505870978174, 0.1265553800157771, 1.3783855125151943e-09, 0.0, 0.0, 0.0]",-99.04352633002101,135.39643603568067,36.352909705659656,-2.1577097754990504,True
Sc_S4_In_C_d0,Sc_S4_In,Sc,S4,In,C,d0,62.1333333333333,0.000685527416533577,1209733.012477601,544.8475392039539,-9.034407913372476e-06,0.08333967191576623,20.664956901270337,"[0.0, 26.96188736416591, 25.074783030115807, 26.81426399659379, 29.300229867977624, 0.0, 0.15562733583397215, 1.0491028621280953, 23.0283870226051, 0.8402382351940828, 7.41943448468806e-05, 0.0035280786655591595, 0.00696348336177131]","[6.186490251399557, 0.22516199562543093, 0.04443475777919854, 0.2496477356616216, 1.0111651816072518, 0.8092703539714844, 3.51945665634622e-08, 0.03352660980501106, 0.06688182296655139, 0.00013628489584886064, 0.0, 0.0, 0.0]",-128.08381929520445,151.2121442627407,23.12832496753626,-2.4633680662659216,True
Sc_S4_In_D_d0,Sc_S4_In,Sc,S4,In,D,d0,27.2333333333333,0.000494106015666591,1417489.5520919214,278.56610454860396,-3.813702510763179e-05,0.0865644472932105,15.340595769812419,"[0.0, 66.82149810501745, 6.675187218718092, 17.156516730009315, 199.83140787962148, 0.0, 0.00012875380329304006, 3.588142905488676, 116.98424181243664, 0.682346654520754, 1.000067851307774e-12, 0.007150411583406724, 0.024456462255591525]","[3.43604637176188, 1.9550215242462032, 0.028836841078120467, 0.27305368361987264, 1.5239438227392974, 0.4501670171359278, 1.8076003107979223e-06, 0.12784222525528002, 0.13010445491491812, 1.000562680713013e-12, 0.0, 0.0, 0.0]",-112.82847192258541,135.11172937063293,22.28325744804752,-6.942661678235103,True
Sc_S5_Ex_C_d0,Sc_S5_Ex,Sc,S5,Ex,C,d0,69.7,0.000633774431515705,692504.128661914,294.23492409343515,-3.47927302125835e-05,0.11872958585776736,9.479271085985967,"[0.0, 38.73790997902951, 26.121093261421798, 42.162796945707925, 44.65337393972599, 0.0, 0.005080535577968538, 5.791463855866369, 60.41165901659105, 3.2530821127579648, 0.05301126184212549, 0.01001480159606395, 0.004336070552913501]","[4.40089646585664, 0.5521366670928581, 0.02248302768056195, 0.7418276514197345, 0.949894518623945, 0.7642340132842482, 0.0035942368888780473, 0.11834127444646286, 0.3396543690698875, 3.359187892977729e-05, 0.0, 0.0, 0.0]",-121.1503469035489,136.42508423523043,15.274737331681536,-5.795466245695568,True
Sc_S5_Ex_D_d0,Sc_S5_Ex,Sc,S5,Ex,D,d0,31.7333333333333,0.000501064719750552,474954.1666282629,342.14664892694856,-1.3471226882627047e-05,0.11816175003915093,11.968880906728936,"[0.0, 19.75884666981433, 16.79795349939055, 20.045793811076372, 20.35618385372198, 0.0, 0.17112364085284862, 6.423893450578896, 23.184524428279836, 2.4747549675372014, 0.029873911798508183, 0.008080056102195568, 0.007104023910109678]","[16.227657856456634, 0.4661690058284333, 0.0262867407864689, 0.4724673027919187, 0.42271977965936336, 0.7810275892871219, 6.840962539475738e-07, 0.15925182480189592, 0.09517010684780963, 5.137414299638819e-06, 0.0, 0.0, 0.0]",-125.6247295466806,140.04574663648836,14.421017089807762,-2.452136183078826,True
Sc_S5_In_C_d0,Sc_S5_In,Sc,S5,In,C,d0,60.0333333333333,0.000802570537683474,555960.2625697318,1265.5269333432668,-1.694262664413422e-05,0.10634967992863757,33.44092653075559,"[0.0, 18.14304839261717, 22.396244155321654, 61.751001996938356, 62.98778051093919, 0.0, 0.07987950451190934, 0.0056376151205742965, 6.233686254865381, 0.059266875522124084, 0.001016559549485701, 0.0012675094669969864, 0.0072528395232240766]","[2.5766395540286893, 0.2588451706281955, 0.03472857364448619, 1.2659964392937768, 1.2607924194088855, 1.0451481318104734, 4.850814765723712e-05, 0.006482363537830278, 0.014090775775056925, 0.00010211500688630212, 0.0, 0.0, 0.0]",-129.06989353258095,171.43785270064777,42.36795916806682,-8.927032637311228,True
Sc_S5_In_D_d0,Sc_S5_In,Sc,S5,In,D,d0,22.15,0.000412046543463382,1028800.1899243894,771.1098785567473,-3.9327445906018806e-05,0.11020417177230164,45.53650569627362,"[0.0, 10.94274381793338, 3.3141266671920366, 4.860614235661043, 42.57446810887334, 0.0, 0.13914479355102144, 0.45009854540081556, 21.394001408124673, 0.3454088623796779, 0.005244547375630287, 0.002757946853337485, 0.006254538589299518]","[1.8240174451887288, 0.11880252497147797, 0.008655810716144867, 0.06283499728251415, 0.21401155956466866, 0.8461555668159662, 0.0013459554952273813, 0.025143876179205268, 0.07155702098201543, 0.00011329270198438466, 0.0, 0.0, 0.0]",-112.38447263631312,159.54794106599792,47.1634684296848,-1.626962733411176,True
Yo_S1_Ex_C_d0,Yo_S1_Ex,Yo,S1,Ex,C,d0,42.8666666666667,0.000858886607346566,1378812.3685507262,554.5924092286864,-2.142994555730125e-05,0.10752708582057123,28.495249867136977,"[0.0, 17.692556197059314, 1.1543637755270753, 13.420223276334543, 85.83553529063549, 0.0, 0.07610253261457693, 1.1402637325229332, 50.72120851664713, 0.015565380429427757, 0.004706364949361532, 0.0033603612196051883, 0.01746884214157269]","[2.6551986917343937, 0.556639546932207, 0.008597364101838402, 0.19395540031822128, 1.5126050897231187, 0.555466080338073, 1.4426291519462882e-06, 0.08043681580589228, 0.13664985627160267, 8.534920887081016e-05, 0.0, 0.0, 0.0]",-117.94219581720654,151.63760270779505,33.695406890588515,-5.200157023451538,True
Yo_S1_Ex_D_d0,Yo_S1_Ex,Yo,S1,Ex,D,d0,27.1333333333333,0.000692105863563769,1418789.8481125832,536.2129066504193,-3.530410470065608e-05,0.10470981629667471,38.10384481333347,"[0.0, 7.8572445445631525, 0.08328709991624711, 1.0940664799363407, 26.12668406421176, 0.0, 0.07740049584270524, 6.628101999090285, 28.777150114920605, 0.388159645776837, 0.0035185722027259894, 0.005359203633474923, 0.010281282597940228]","[0.7121162987475722, 0.5234142560059838, 0.003801433960496481, 0.0668299710548981, 0.4240517089125531, 0.8213982767168831, 0.006739142645360199, 0.41546450098500987, 0.11151854055815949, 0.00028846898908286433, 0.0, 0.0, 0.0]",-111.23174094699894,150.82875110645477,39.597010159455834,-1.4931653461223675,True
Yo_S1_In_C_d0,Yo_S1_In,Yo,S1,In,C,d0,45.2666666666667,0.000788348923872538,1304211.9477583538,357.7259909785786,-2.131601115982622e-05,0.10477851638973869,26.774838373457165,"[0.0, 12.959838008558041, 2.5553172973377425, 10.561955363539731, 46.7744265469824, 0.0, 0.1173343131514302, 4.045138561635357, 30.34546205752604, 0.4548839801525732, 0.002111720288863963, 0.0014051887765201857, 0.016940748559404]","[0.9598533470222349, 0.6233202832776203, 0.024145555926093527, 0.40034613457365253, 1.7635305948303748, 0.0933432255094392, 0.00034603820137226767, 0.2122790338689437, 0.11949350273976415, 0.003992707640621293, 0.0, 0.0, 0.0]",-110.52647365481266,141.11441532032435,30.587941665511693,-3.813103292054528,True
Yo_S1_In_D_d0,Yo_S1_In,Yo,S1,In,D,d0,29.8333333333333,0.00071047227926078,1451859.791711288,563.041848857702,-5.1362941416774764e-05,0.1108787443722281,40.715325323448624,"[0.0, 4.010556810863737, 2.29670589384635, 25.56562316545084, 19.827752516722253, 0.0, 0.0024405120173831276, 0.6802639115897727, 18.756533523429383, 0.27611612555341586, 0.01609235828509964, 0.0033964053630409796, 0.008437995341505028]","[0.377282235995859, 0.3481152117717539, 0.018818326074145166, 0.7769234762606916, 0.4065672382225756, 0.09990206861171684, 9.384608640840514e-08, 0.04182374578680793, 0.07887783702140275, 1.4581398902482136e-06, 0.0, 0.0, 0.0]",-109.57172963866955,152.0004949745679,42.42876533589836,-1.7134400124497375,True
Yo_S2_Ex_C_d0,Yo_S2_Ex,Yo,S2,Ex,C,d0,58.85,0.00032460643394935,2017663.738899773,462.14878676316005,-4.359099716927028e-05,0.1338016805961358,23.072231817548282,"[0.0, 45.97642107055904, 0.1169128438592019, 6.014642231365605, 117.50726231555761, 0.0, 0.19527971845285538, 2.9329064817810493, 198.1143341508037, 0.8122408556242249, 0.010688600308979586, 0.006228617103134913, 0.020604359983028554]","[2.481889862385178, 1.2559014554796248, 0.0016243710593238992, 0.10493653984307151, 0.8199348133503692, 0.42467370113072, 9.077348234869116e-05, 0.10370510699424978, 0.4741059648773214, 1.02641233774867e-05, 0.0, 0.0, 0.0]",-112.94829760016457,147.2612853241419,34.31298772397734,-11.240755906429062,True
Yo_S2_Ex_D_d0,Yo_S2_Ex,Yo,S2,Ex,D,d0,55.7666666666667,0.000502737850787132,2384657.2483925675,385.8867799791048,-4.312357910048861e-05,0.12704017466890422,33.40974801531546,"[0.0, 15.527055519332736, 1.3903829817291464, 3.167746947801426, 38.73487670501619, 0.0, 0.0014620154872974852, 1.6056658035040003, 19.56916618741163, 0.11364563493614092, 0.014367659277934429, 0.004691869779275885, 0.027421560102327408]","[2.0331306603671746, 0.9015633272991507, 0.012432728538087558, 0.10916617914988479, 0.38384107882175084, 0.5057735407603957, 8.802355949406423e-05, 0.12038222611455139, 0.06483662200729418, 0.0003470311903239069, 0.0, 0.0, 0.0]",-108.50320391684241,142.93305624775047,34.42985233090806,-1.0201043155926044,True
Yo_S2_In_C_d0,Yo_S2_In,Yo,S2,In,C,d0,58.7,0.000483515856719142,1365184.027010021,384.2977757502471,-3.056210310896814e-05,0.12819131854751328,22.856784151509814,"[0.0, 29.74363770443357, 0.4033781538953208, 12.51306372385082, 39.094265564496105, 0.0, 1.6778202985039818, 2.7363116992629504, 46.45870585163265, 1.4174158986536725, 0.011910380822460235, 0.007698838482274023, 0.0001994264137185698]","[0.3892198390065993, 2.646271609552688, 0.0006562099662240272, 0.46315120575510316, 1.1591280265649817, 0.2506317394653984, 0.03988528255637142, 0.10876013807071042, 0.17718035462175857, 0.00028914571148944834, 0.0, 0.0, 0.0]",-115.63372688739456,142.83402503420876,27.200298146814205,-4.3435139953043915,True
Yo_S2_In_D_d0,Yo_S2_In,Yo,S2,In,D,d0,59.9666666666667,0.000492851167389155,710543.4249591255,239.99369207272062,-4.083572125355625e-05,0.1338395425961665,26.546779436774372,"[0.0, 11.366944017284133, 3.0267674475138806, 49.16375611149226, 14.082763820285258, 0.0, 0.0548561985466436, 1.4578644518097614, 24.300564352077945, 0.25453177629618556, 0.0120823097267451, 0.008119577348952117, 4.8672283310997976e-06]","[1.2726800061617132, 1.1765617312525891, 0.033811051783662775, 1.7137865211386534, 0.29385813639640906, 0.411449673301679, 0.031178632971629868, 0.1299947073795729, 0.08276999306951918, 9.5259204183161e-08, 0.0, 0.0, 0.0]",-104.44420132112268,131.53470335919013,27.090502038067456,-0.5437226012930836,True
Yo_S3_Ex_C_d0,Yo_S3_Ex,Yo,S3,Ex,C,d0,49.0333333333333,0.000576507719218192,2183957.800341622,474.06318770934627,-1.5381273812001895e-05,0.09645949098069535,34.34070072881976,"[0.0, 3.289404407102739, 2.62013490241852, 3.1137610950392562, 3.7417913509458196, 0.0, 8.269937016543711e-08, 1.2042548352474634, 4.606305469998676, 1.631472469761107e-05, 0.00017732823145997915, 0.0033162964460140593, 0.008033013519701163]","[2.5225506491407894, 0.761274089244324, 0.030604543208803636, 0.2019543063300409, 0.28742970604767787, 0.18867651770745972, 0.007940680159072405, 0.07879121643458416, 0.06218630675914206, 0.0001819307724661708, 0.0, 0.0, 0.0]",-118.4300953607284,147.87217488513883,29.44207952441043,4.898621204409331,True
Yo_S3_Ex_D_d0,Yo_S3_Ex,Yo,S3,Ex,D,d0,49.6,0.00048798387710092,2876505.4640767826,746.090467143911,-5.8556289915094366e-05,0.10882395614234264,54.2062069956508,"[0.0, 4.478018142971731, 0.5185172157682076, 0.04522674962546968, 56.86504060279444, 0.0, 0.3953577579882793, 0.4873129296740626, 8.357540440760586, 0.31988210474034573, 0.0017673904202243286, 0.0035318622745625595, 0.019240498462091277]","[0.7989361357795061, 0.023262217024490967, 0.006456803706156714, 0.01614796329422051, 0.44492774101903476, 0.4124881796080624, 1.1067954610426756e-05, 0.04172919391491005, 0.05095992750922162, 1.3995086847687293e-06, 0.0, 0.0, 0.0]",-102.23427608336115,158.75632469954644,56.52204861618529,-2.315841620534485,True
Yo_S3_In_D_d0,Yo_S3_In,Yo,S3,In,D,d0,50.8333333333333,0.000742299794661191,2049187.531896259,380.6906841621932,-9.689553721729234e-05,0.1214845665901345,31.7059781188703,"[0.0, 11.77096852954775, 0.6440722445457625, 17.831488615806155, 23.946102185412624, 0.0, 0.03943640323907763, 1.8843252629454752, 46.1674369876063, 0.0035489894774418016, 0.0006597379151828716, 2.697956444846341e-05, 0.0010297151657313152]","[1.4106493482006024, 0.9904452612280968, 0.0161730563238165, 0.5339907555102461, 0.39620590267928196, 0.13116973617593355, 0.025096590408177546, 0.1441369028247552, 0.15629874136669164, 0.005529008556683633, 0.0, 0.0, 0.0]",-106.83496331912455,142.6076926272778,35.772729308153245,-4.066751189282947,True
Yo_S4_Ex_C_d0,Yo_S4_Ex,Yo,S4,Ex,C,d0,37.1333333333333,0.000551334702258727,3220563.882623373,621.254976738563,-4.55680412147107e-05,0.1262872393620827,42.22617492921158,"[0.0, 3.3787603146154668, 1.0948299694705346, 36.86977403001888, 36.75789246955081, 0.0, 0.00023273723146878186, 0.7665843359680797, 9.923319681872218, 0.2865005685051303, 0.0009307386536736139, 0.003285621534341997, 0.007675259484478545]","[0.49447414303277387, 0.22470479132771612, 0.012253510446299359, 1.2658816835901394, 0.4504294552349685, 0.7139944571232744, 0.00010903716733370099, 0.058577098216977985, 0.04213370260919617, 0.0003325600897997429, 0.0, 0.0, 0.0]",-111.13091921980067,154.36179811741277,43.2308788976121,-1.00470396840052,True
Yo_S4_Ex_D_d0,Yo_S4_Ex,Yo,S4,Ex,D,d0,12.1,0.000283747813521941,2581713.4416780714,484.60271959480485,-4.3680272729535084e-05,0.10538879055230964,34.51939808517528,"[0.0, 11.097088721848671, 1.1796707654278336, 16.040761979474656, 11.685212928073266, 0.0, 0.004527397560414922, 1.8855184208046682, 53.643542445632605, 0.45740745001817495, 3.5505050198708983e-06, 0.0043367153081309805, 0.00971516594308482]","[0.35842354236075363, 1.104734286368411, 0.01623050715567787, 0.7645596051874297, 0.2170033615609367, 0.7396950802910166, 4.857593414686533e-05, 0.10111668120910527, 0.17624358876121896, 7.561629334910534e-05, 0.0, 0.0, 0.0]",-110.12269381603599,148.3999060897712,38.277212273735216,-3.7578141885599337,True
Yo_S4_In_C_d0,Yo_S4_In,Yo,S4,In,C,d0,48.9666666666667,0.00064103734124268,2121783.401652141,790.5047046000252,-6.61105523070063e-05,0.1406981158231279,42.24917015819322,"[0.0, 8.147806366511702, 2.011533404364159, 14.326893141110142, 17.408675785305917, 0.0, 0.004046169521425835, 1.7946085280615671, 11.056497043456615, 0.6549027866529735, 0.013765157920963774, 0.0015941923880130352, 0.0018586572709214993]","[0.24628569779105441, 0.5354201861456982, 0.013638602828359722, 0.8761096000032036, 0.4957645230258454, 0.051003777369967154, 0.002182471992920888, 0.0544053348468551, 0.010552256308614389, 0.0014081726084611266, 0.0, 0.0, 0.0]",-114.75411441979907,160.14411859331997,45.39000417352091,-3.140834015327684,True
Yo_S4_In_D_d0,Yo_S4_In,Yo,S4,In,D,d0,27.6,0.000197885770781048,1361736.6256696328,455.07793573161695,-8.97321794879098e-05,0.12697145130344087,32.55174670998473,"[0.0, 9.335935502502421, 3.320395423427407, 9.073533977503207, 6.962786028451737, 0.0, 0.004889009239188629, 2.407423438372479, 30.29841623156164, 0.6017550803315919, 8.520174751883752e-05, 0.004554365669690492, 1.540074236047459e-05]","[0.3086543264214393, 2.1807683181260478, 0.043076124574290595, 0.689164483910671, 0.22668453307677588, 0.16607618649025552, 0.007276743101900171, 0.1079109410980928, 0.07827338108866108, 4.4761150512219166e-06, 0.0, 0.0, 0.0]",-113.68607183261543,146.8912485985245,33.20517676590907,-0.6534300559243462,True
Yo_S5_Ex_C_d0,Yo_S5_Ex,Yo,S5,Ex,C,d0,54.8,0.000379192334017796,2566402.016881106,1204.7465892469297,-3.523164002885738e-05,0.15750881824691637,46.918569085813715,"[0.0, 15.067529681780481, 0.1822892455114125, 0.640085000374542, 26.045795923508965, 0.0, 0.001139324138805154, 2.841499366758167, 26.438005816335483, 2.2298798052513233, 0.003108195692439344, 0.002493582704910766, 0.0039594192192357386]","[0.256256647504317, 0.7637753065178311, 0.00020498005858921942, 0.018287977398732842, 0.6083120618692054, 0.8393353654262574, 1.1581948433945494e-05, 0.08310813003993953, 0.061378956803399956, 0.005059468644327015, 0.0, 0.0, 0.0]",-120.33864259457131,170.2565885862864,49.91794599171509,-2.9993769059013715,True
Yo_S5_Ex_D_d0,Yo_S5_Ex,Yo,S5,Ex,D,d0,25.25,0.000223305954825462,3021825.2203656286,736.2063744976563,-9.245299682636561e-06,0.1536943725648643,52.428146726080286,"[0.0, 2.8299273598383707, 1.8228751301214812, 0.30723775871154974, 2.7397439552924, 0.0, 0.042309313314614475, 1.741318507222209, 9.696574287721544, 1.414390714074564, 0.012014384034654572, 0.006434283395448916, 7.149544330928466e-06]","[0.09508371227724462, 0.49318558733569656, 0.02466759132092207, 0.005657947280335503, 0.12568034010635512, 0.16091117068614055, 0.0031664496061274586, 0.062167007612465484, 0.10831307979399128, 4.448648984931756e-05, 0.0, 0.0, 0.0]",-109.55958247602197,158.436251509363,48.87666903334102,3.551477692739269,True
Yo_S5_In_C_d0,Yo_S5_In,Yo,S5,In,C,d0,51.5333333333333,0.000613658833371359,959563.832222081,745.3325334131204,-6.20024016823989e-05,0.11646733677838114,39.97969091126939,"[0.0, 12.110809859279442, 1.1354184135432912, 17.069038592104015, 33.79420510113788, 0.0, 0.013052943908330327, 1.035343758650129, 26.046508176163336, 0.31770117683310395, 0.008188477515214166, 0.0027093254225149166, 0.00830388463044922]","[0.5889389839057902, 0.681817758950351, 0.006525986501429853, 0.5558112675910016, 0.35013617030206956, 0.6362490259405981, 2.7272862431008057e-05, 0.039049399717186455, 0.050467785479813794, 8.82643894731425e-07, 0.0, 0.0, 0.0]",-114.28464964173567,158.73193133683424,44.44728169509857,-4.467590783829181,True
Yo_S5_In_D_d0,Yo_S5_In,Yo,S5,In,D,d0,24.0666666666667,0.000291010723248916,1154856.4403707804,794.3953622421861,-0.00011309402020741252,0.12656248124041858,50.68882960379316,"[0.0, 4.9417378525396005, 0.4090069568665572, 10.917700166800099, 2.4369523350456657, 0.0, 0.006883250119176443, 0.7312209713558663, 27.421346886729395, 0.013047290170021823, 0.007641759227616814, 0.00240533904019858, 1.584410521782457e-05]","[0.3120157795444081, 0.8094362352511482, 0.006191915672923001, 0.6455788105966296, 0.07346022571882568, 0.06224810561855435, 0.010800895618433172, 0.057811175283973185, 0.10303385058142216, 1.5414455472635775e-06, 0.0, 0.0, 0.0]",-106.68105969481405,160.26195059160497,53.58089089679092,-2.8920612929977594,True
