network_id,Location,Site,Management,Treatment,valid_feasible_samples,dominant_real_eigenvalue_observed,dominant_real_eigenvalue_valid_samples,dominant_real_eigenvalue_median,dominant_real_eigenvalue_p01,dominant_real_eigenvalue_p99,dominant_real_eigenvalue_p20,dominant_real_eigenvalue_p80,dominant_real_eigenvalue_empirical_rank,dominant_real_eigenvalue_match_class,reactivity_observed,reactivity_valid_samples,reactivity_median,reactivity_p01,reactivity_p99,reactivity_p20,reactivity_p80,reactivity_empirical_rank,reactivity_match_class,total_flux_observed,total_flux_valid_samples,total_flux_median,total_flux_p01,total_flux_p99,total_flux_p20,total_flux_p80,total_flux_empirical_rank,total_flux_match_class,S_full_observed,S_full_valid_samples,S_full_median,S_full_p01,S_full_p99,S_full_p20,S_full_p80,S_full_empirical_rank,S_full_match_class
Sc_S1_Ex_C_d0,Sc,S1,Ex,C,963,-2.5234792559484427e-05,963,-1.446837480385052e-05,-5.74497175636681e-05,-3.436207803955784e-07,-2.4345654478499666e-05,-6.478622224474646e-06,0.17757009345794392,reproduced,0.10969618132862781,963,0.11377978876356443,0.10193237501577412,3.3544156822645446e+28,0.10754592137423105,0.12360053149803148,0.3011422637590862,reproduced,410.4021028459565,963,354.8045643518418,93.43099095304628,1431.2617692262963,208.33314634093693,570.0523626562095,0.5950155763239875,reproduced,14.114476168270922,933,10.483675814813052,-6.4108081719252,47.476177665757014,4.739794743247069,17.268592753179117,0.6902465166130761,reproduced
Sc_S1_In_C_d0,Sc,S1,In,C,968,-7.154733943525318e-06,968,-4.6721722690650394e-06,-2.6727895632452266e-05,-6.216360070010749e-08,-1.0870045017505991e-05,-1.6818303102308503e-06,0.35020661157024796,reproduced,0.11511855006233648,968,0.12120833431505866,0.10623121447828182,6.710783856822065e+28,0.11389405092156078,0.13199069745088182,0.24896694214876033,reproduced,408.50595279045524,968,380.7816358705003,114.17364838575946,1125.166157907976,236.40247739379245,579.5073870615222,0.5516528925619835,reproduced,26.422455676547663,940,14.687574817049349,-2.361253500357572,33.76073793528162,8.870942038296516,20.329378171453772,0.9531914893617022,not_reproduced
Sc_S2_Ex_C_d0,Sc,S2,Ex,C,978,-3.065390379621081e-05,978,-1.295308336155517e-05,-5.1497959408630244e-05,-2.671990441347297e-07,-2.3383645412919916e-05,-5.355518017099747e-06,0.09815950920245399,reproduced,0.06829042290444978,978,0.07124005497877131,0.06658933699809591,1.0294384962700747e+27,0.06861473170692518,0.07902498016058922,0.14519427402862986,reproduced,304.76249323701944,978,264.1610805062076,64.87161944202144,1034.364159341001,151.99122147453042,433.06074970298437,0.5971370143149284,reproduced,6.861398622339216,953,3.492036464139723,-17.682825180392932,26.904975598202324,-3.566027261780317,10.355221945015446,0.6715634837355718,reproduced
Sc_S2_In_C_d0,Sc,S2,In,C,951,-7.076983825356524e-06,951,-4.145944781275652e-06,-1.970116184064066e-05,-6.115390862360114e-08,-8.286977483958574e-06,-1.573050224755457e-06,0.2744479495268139,reproduced,0.09835969015085236,951,0.10534497290403831,0.09013450157089015,2.7736009449318086e+29,0.09757924211509611,0.12679790606383118,0.22397476340694006,reproduced,308.9467318541666,951,288.9444567399479,95.11694642071356,867.1642900355189,192.58095180711854,416.0158677446557,0.544689800210305,reproduced,18.104966255423218,886,13.209052502707067,-4.943429842628594,45.668123684451785,7.387106529987509,18.61981284376908,0.781038374717833,reproduced
Sc_S3_Ex_C_d0,Sc,S3,Ex,C,946,-3.984314225856523e-05,946,-1.778093507857373e-05,-7.565404020303792e-05,-3.469309184657914e-07,-3.224077094599976e-05,-7.612041334917145e-06,0.12473572938689217,reproduced,0.10565082653272831,946,0.1122151431214049,0.09699711111866688,2.7965824874202216e+29,0.10438818434302488,0.1294758506659145,0.2547568710359408,reproduced,360.56851388651984,946,323.5365499052015,104.63399157271864,1127.436555218281,214.2660615584701,483.3311498656713,0.580338266384778,reproduced,20.023882733449547,914,14.137568718070323,-2.573852666572633,35.30598776683018,8.600371061144552,19.381367721470966,0.8238512035010941,reproduced
Sc_S3_In_C_d0,Sc,S3,In,C,977,-1.3693639928328473e-05,977,-6.526391047872744e-06,-2.6491667373256092e-05,-1.2009535652336574e-07,-1.2243511150349657e-05,-2.657749959743432e-06,0.14841351074718526,reproduced,0.11421875011619283,977,0.12066488397020125,0.10682733166898349,4.096197288339107e+28,0.11387593985766178,0.13049111520935774,0.22210849539406347,reproduced,669.8744693062788,977,507.00704534739555,94.69730493698322,2890.2860294016127,248.42844572173976,985.7351802423832,0.6335721596724667,reproduced,19.115140171258574,963,10.396925071256309,-10.011181942362562,132.59267261589133,2.5305618005316,19.672886338855214,0.7871235721703012,reproduced
Sc_S4_Ex_C_d0,Sc,S4,Ex,C,943,-5.861658403767062e-06,943,-4.7214982095910395e-06,-2.712247558241873e-05,-3.533324613560551e-07,-8.181509920875827e-06,-2.467079222983325e-06,0.3637327677624602,reproduced,0.1049417723063618,943,0.11374162291520476,0.09565385761595505,4.1192138198778055e+29,0.10404217139483181,0.16481300343512384,0.22799575821845175,reproduced,176.96373439793592,943,164.41681090621674,54.54642389443357,485.93001388689305,112.61319500945172,236.69441503904696,0.5482502651113468,reproduced,11.40812970866676,856,5.387003382324977,-12.482409228636016,73.12790242945621,-0.6230771860633766,11.453388471450014,0.7955607476635514,reproduced
Sc_S4_In_C_d0,Sc,S4,In,C,965,-9.034407913372476e-06,965,-4.950763880707244e-06,-2.1050629429199117e-05,-1.1798997210945886e-07,-8.729196229092773e-06,-2.1613121227560914e-06,0.18134715025906736,reproduced,0.08333967191576623,965,0.08639042085359808,0.07876230402316466,1.315071396284111e+29,0.08216282697677245,0.09348227534573626,0.29740932642487045,reproduced,544.8475392039539,965,492.07781624271524,138.0138585391304,1690.790139759967,299.9439370124933,768.604724202945,0.572020725388601,reproduced,20.664956901270337,955,14.355952960294577,-4.467441503506594,110.48880693261586,8.332247299340148,20.55783373603075,0.8020942408376963,reproduced
Sc_S5_Ex_C_d0,Sc,S5,Ex,C,970,-3.47927302125835e-05,970,-1.6346106277225412e-05,-6.300520013326562e-05,-3.5694351284173645e-07,-2.959006660295362e-05,-7.035014077905963e-06,0.13298969072164948,reproduced,0.11872958585776736,970,0.12567795936039222,0.11347780174000062,5.557906285397573e+28,0.11939653149945822,0.13798162546989517,0.1731958762886598,reproduced,294.23492409343515,970,274.8021164774549,70.57568734196595,804.428630891646,161.5670180285732,427.7029721805449,0.5536082474226804,reproduced,9.479271085985967,957,4.4108354240444,-13.737020776709898,21.297154761695413,-2.062461404509628,9.93311967948531,0.7774294670846394,reproduced
Sc_S5_In_C_d0,Sc,S5,In,C,934,-1.694262664413422e-05,934,-7.807483921775688e-06,-3.0173258300041648e-05,-1.8871736647853877e-07,-1.3241374707078678e-05,-3.3645296029319172e-06,0.11349036402569593,reproduced,0.10634967992863757,934,0.11193285691488833,0.09919730721462808,4.547075300038253e+28,0.10570032805592441,0.12405372510061533,0.23554603854389722,reproduced,1265.5269333432668,934,1121.6912755517071,324.592215326976,4261.102771126074,703.0514748440465,1767.169690235009,0.5920770877944326,reproduced,33.44092653075559,927,31.840167454844774,13.55086681157276,83.12948574696168,25.400407363916102,40.92016520096207,0.564185544768069,reproduced
Yo_S1_Ex_C_d0,Yo,S1,Ex,C,919,-2.142994555730125e-05,919,-1.166519678752324e-05,-4.794693176962943e-05,-2.681822444866099e-07,-2.042239427856655e-05,-5.226022513309371e-06,0.17845484221980412,reproduced,0.10752708582057123,919,0.1163513652537498,0.09772117499187269,9.748971320458034e+29,0.10696069341653121,0.1429494280009188,0.2219804134929271,reproduced,554.5924092286864,919,499.27932862632275,155.19352971761236,1829.9742130079308,323.732707075305,760.188382723393,0.5854189336235038,reproduced,28.495249867136977,898,23.364637095039882,7.465660585878546,67.86968086205098,17.735984702987235,28.98159189545842,0.7761692650334076,reproduced
Yo_S1_In_C_d0,Yo,S1,In,C,905,-2.131601115982622e-05,905,-1.698239394113798e-05,-7.433418770213369e-05,-1.6859578541460715e-06,-2.90881724024055e-05,-9.128228940285286e-06,0.3580110497237569,reproduced,0.10477851638973869,905,0.11596678065340485,0.09496998750957217,3.407114507353395e+29,0.10527629877473839,0.18778764397868372,0.19226519337016573,reproduced,357.7259909785786,905,328.4598602900392,101.92580432432574,1104.6670483493338,212.30789819470405,488.2219346473997,0.5668508287292817,reproduced,26.774838373457165,883,19.57552017927278,3.7795785649908815,77.42793414261268,14.242157842667512,25.252753988042137,0.853907134767837,reproduced
Yo_S2_Ex_C_d0,Yo,S2,Ex,C,961,-4.359099716927028e-05,961,-2.1198641110886763e-05,-8.61826314086159e-05,-3.881435986545868e-07,-3.644451981945575e-05,-1.0250717088709384e-05,0.1331945889698231,reproduced,0.1338016805961358,961,0.14313428042192544,0.12477129360298576,1.5603523145975045e+29,0.13380333335428715,0.16066481145390546,0.19979188345473464,reproduced,462.14878676316005,961,426.550885201966,118.41353757899132,1240.0279809909534,276.92722771919347,629.5089759964413,0.5691987513007284,reproduced,23.072231817548282,913,19.434221287557637,1.2447888913738336,220.85511064570733,13.505354467722677,25.827695688771716,0.6900328587075575,reproduced
Yo_S2_In_C_d0,Yo,S2,In,C,951,-3.056210310896814e-05,951,-2.3944842446008817e-05,-9.841511626634312e-05,-1.3579979076355412e-06,-3.947879115960799e-05,-1.194752777719334e-05,0.34174553101997895,reproduced,0.12819131854751328,951,0.14027766502856154,0.11939940458657186,9.431649230781252e+29,0.12915465510557197,0.19032433732017884,0.1808622502628812,reproduced,384.2977757502471,951,354.1792483303754,100.47486027555709,1086.740019007264,229.30020887787373,527.5589801402136,0.5751840168243953,reproduced,22.856784151509814,894,16.27479160030551,-1.1082324766918064,102.68841608904005,10.581040202518082,21.904826192545233,0.825503355704698,reproduced
Yo_S3_Ex_C_d0,Yo,S3,Ex,C,937,-1.5381273812001895e-05,937,-1.0603951771787351e-05,-4.6971903399565375e-05,-4.922216712014687e-07,-1.8585005417158508e-05,-5.464193367323143e-06,0.2945570971184632,reproduced,0.09645949098069535,937,0.10237205499954508,0.09245476534839006,4.869427388699249e+28,0.0968433018005771,0.12213523007526295,0.18569903948772679,reproduced,474.06318770934627,937,404.11558285533056,115.01818192510724,1700.2987618258041,245.5599735871528,660.6719522440859,0.6029882604055496,reproduced,34.34070072881976,914,20.38451853823795,3.55476705904722,103.5419644951412,14.91462302840553,27.29411648267678,0.9190371991247265,reproduced
Yo_S4_Ex_C_d0,Yo,S4,Ex,C,847,-4.55680412147107e-05,847,-1.967342614729815e-05,-8.437681013568124e-05,-3.0859572978987724e-07,-3.45261505946305e-05,-8.523905775071517e-06,0.11452184179456906,reproduced,0.1262872393620827,847,0.14043351324736408,0.11540536915219207,9.214800542444215e+30,0.12711684162330983,0.23212105275822828,0.17591499409681227,reproduced,621.254976738563,847,593.4870265451241,196.38900117610893,1769.5493943274162,389.97807546068117,861.0872834339425,0.5348288075560803,reproduced,42.22617492921158,844,36.26780910379398,19.545515852591098,67.58163202739384,30.69563543849016,41.52553126954072,0.8199052132701422,reproduced
Yo_S4_In_C_d0,Yo,S4,In,C,919,-6.61105523070063e-05,919,-4.8147295979932964e-05,-0.0001745301231237113,-4.399177068845694e-06,-8.238936727416079e-05,-2.7753167395827167e-05,0.31120783460282914,reproduced,0.1406981158231279,919,0.15168380589310565,0.13321384398408462,1.925244952944232e+30,0.14178969814713907,0.18693103807669606,0.16104461371055495,reproduced,790.5047046000252,919,728.1704380224919,238.7755334753626,2282.3232567208465,475.30216537061284,1138.2739665059469,0.5484221980413493,reproduced,42.24917015819322,914,35.61520234246574,18.216291687447942,55.44503735242102,29.884254425180455,41.26798268452881,0.8391684901531729,reproduced
Yo_S5_Ex_C_d0,Yo,S5,Ex,C,931,-3.523164002885738e-05,931,-2.137872085783976e-05,-0.00011177393426217235,-2.2225408687420303e-07,-4.402809253529005e-05,-8.150261008669105e-06,0.29108485499462944,reproduced,0.15750881824691637,931,0.16763986765719158,0.14797082536557807,2.4440314394984415e+31,0.1576021373945905,0.19191584203854462,0.19871106337271752,reproduced,1204.7465892469297,931,1154.4686378890513,334.3440065875286,2952.3905186263833,751.9306382755659,1688.5069872054664,0.5316863587540279,reproduced,46.918569085813715,930,41.68730533326834,23.611655184027054,92.42323589236992,35.87565901512401,48.08655932539219,0.7559139784946236,reproduced
Yo_S5_In_C_d0,Yo,S5,In,C,924,-6.20024016823989e-05,924,-3.364140545866207e-05,-0.00013693368647952,-5.311023098380831e-07,-6.345918049192017e-05,-1.3021954676862735e-05,0.20887445887445888,reproduced,0.11646733677838114,924,0.12628167860530382,0.10775381205719992,6.383139375734619e+29,0.11658667031946647,0.1524769275146146,0.19913419913419914,reproduced,745.3325334131204,924,675.6286884437368,220.06529389555047,2336.402768376706,448.30482827356565,1019.7521131847498,0.5681818181818182,reproduced,39.97969091126939,921,33.770575221622394,16.820247525165396,104.63272807246378,28.143343346866118,39.2921876848003,0.8295331161780674,reproduced
