network_id,Location,Site,Management,Treatment,valid_feasible_samples,dominant_real_eigenvalue_observed,dominant_real_eigenvalue_valid_samples,dominant_real_eigenvalue_median,dominant_real_eigenvalue_p01,dominant_real_eigenvalue_p99,dominant_real_eigenvalue_p20,dominant_real_eigenvalue_p80,dominant_real_eigenvalue_empirical_rank,dominant_real_eigenvalue_match_class,reactivity_observed,reactivity_valid_samples,reactivity_median,reactivity_p01,reactivity_p99,reactivity_p20,reactivity_p80,reactivity_empirical_rank,reactivity_match_class,total_flux_observed,total_flux_valid_samples,total_flux_median,total_flux_p01,total_flux_p99,total_flux_p20,total_flux_p80,total_flux_empirical_rank,total_flux_match_class,S_full_observed,S_full_valid_samples,S_full_median,S_full_p01,S_full_p99,S_full_p20,S_full_p80,S_full_empirical_rank,S_full_match_class
Yo_S1_Ex_D_d0,Yo,S1,Ex,D,844,-3.530410470065608e-05,844,-2.0033779341440567e-05,-0.00010558012900729056,-6.516065193344448e-08,-4.177455647844477e-05,-7.594972272474468e-06,0.2725118483412322,reproduced,0.10470981629667471,844,0.11775020434970421,0.09458863116239037,1.2019694549949568e+30,0.10529438311067768,0.23400136427941148,0.1872037914691943,reproduced,536.2129066504193,844,508.21010107587927,156.82915782415657,1572.789577644991,341.8405373174705,733.8153072939659,0.5438388625592417,reproduced,38.10384481333347,829,31.768372236868245,15.06105456328396,568.406175174821,26.144661534180095,37.424201743932706,0.8238841978287093,reproduced
Yo_S1_In_D_d0,Yo,S1,In,D,855,-5.1362941416774764e-05,855,-3.2881072837741195e-05,-0.00013208421469858305,-3.4390158927695674e-07,-5.750683311358252e-05,-1.6517786700548643e-05,0.25380116959064325,reproduced,0.1108787443722281,855,0.12557674286677373,0.1007101763042285,9.864905501623558e+29,0.11092073723239242,0.24292928152893206,0.19649122807017544,reproduced,563.041848857702,855,518.0272605894997,169.2202061334652,1801.4867742516487,335.4560620601264,807.0706653790503,0.552046783625731,reproduced,40.715325323448624,855,33.91736956849129,17.151009770978263,56.274016754712534,28.27856097684303,39.600914395572175,0.839766081871345,reproduced
Yo_S2_Ex_D_d0,Yo,S2,Ex,D,911,-4.312357910048861e-05,911,-2.4492529691053516e-05,-0.0001247860705920535,-3.602556159320163e-07,-4.9495726326337216e-05,-9.531252235877358e-06,0.26344676180021953,reproduced,0.12704017466890422,911,0.13822649663110378,0.11739851812415315,1.6066134393316946e+30,0.12722098075299346,0.19268930226062422,0.1964873765093304,reproduced,385.8867799791048,911,346.92551804854855,113.26424180196919,1246.9360413632953,232.3309850610394,523.0463048536872,0.5905598243688255,reproduced,33.40974801531546,882,26.282786981022564,9.802369617845933,180.59481395088244,20.776210897237718,31.58139379921144,0.8696145124716553,reproduced
Yo_S2_In_D_d0,Yo,S2,In,D,884,-4.083572125355625e-05,884,-2.155239136400774e-05,-0.00014885194773589579,0.0,-4.3489319567069486e-05,-1.074660711922757e-05,0.21945701357466063,reproduced,0.1338395425961665,884,0.14852733347760128,0.12295953565794096,9.330359498269511e+29,0.13403296081374014,0.30081028038906343,0.19909502262443438,reproduced,239.99369207272062,884,219.6243332690685,77.742163996471,760.8132783187086,146.96011150288066,325.702195013394,0.580316742081448,reproduced,26.546779436774372,851,19.249680160353453,3.3234305487412934,56.776732313457885,14.035856013708324,24.44844712898376,0.8777908343125734,reproduced
Yo_S3_Ex_D_d0,Yo,S3,Ex,D,823,-5.8556289915094366e-05,823,-3.065300563752968e-05,-0.00013289098969906192,-3.1799261098065456e-07,-5.8011851944711755e-05,-1.1966088201440541e-05,0.19441069258809235,reproduced,0.10882395614234264,823,0.1227420275439232,0.09804854126733964,7.384412568963418e+30,0.10889041361891584,0.20659767440116222,0.19805589307411908,reproduced,746.090467143911,823,705.981774945941,266.1843536219901,1860.899753920507,492.33516639735484,992.3198760484004,0.5613608748481167,reproduced,54.2062069956508,821,48.38080689096,30.82763375349789,1650.4282066019227,42.189849477435175,54.85688135309545,0.7697929354445798,reproduced
Yo_S3_In_D_d0,Yo,S3,In,D,892,-9.689553721729234e-05,892,-4.896189210478548e-05,-0.0001667111301737733,-1.362166548049791e-06,-8.037619683626851e-05,-2.6108641445031315e-05,0.1132286995515695,reproduced,0.1214845665901345,892,0.1339923421342859,0.11128340224905686,1.7408639271985527e+29,0.12127647528843014,0.20989934939243007,0.2062780269058296,reproduced,380.6906841621932,892,350.0049229379147,117.74900444263866,1168.592797070523,233.21220828078881,522.6956506457155,0.5695067264573991,reproduced,31.7059781188703,876,24.84011216282874,8.255860882770845,159.103864260342,19.259545422282134,30.161320421488647,0.8504566210045662,reproduced
Yo_S4_Ex_D_d0,Yo,S4,Ex,D,888,-4.3680272729535084e-05,888,-2.2380497958702537e-05,-9.712390095861124e-05,-2.375271188094938e-07,-4.479277524562562e-05,-8.750640128584394e-06,0.21509009009009009,reproduced,0.10538879055230964,888,0.11721811284486722,0.09624719632617805,3.250390006391496e+29,0.1054678992508045,0.2168137778517729,0.19594594594594594,reproduced,484.60271959480485,888,453.72505282595364,145.12277261794867,1438.4951474499599,295.94575396547805,671.8780682065388,0.5405405405405406,reproduced,34.51939808517528,878,28.16785563238829,11.318501996590639,70.68865021380115,22.74531768938458,33.28967245422027,0.8507972665148064,reproduced
Yo_S4_In_D_d0,Yo,S4,In,D,914,-8.97321794879098e-05,914,-4.894603700582431e-05,-0.00020454931562371368,-1.168923353406818e-06,-9.09690247652924e-05,-2.444154936396427e-05,0.2100656455142232,reproduced,0.12697145130344087,914,0.13753881572605767,0.11684851899886178,5.54232662468278e+29,0.126267306213215,0.19223352190624063,0.22210065645514224,reproduced,455.07793573161695,914,417.4648088577625,127.84981018306291,1407.5172001981919,263.8374347060072,657.0478288546437,0.5547045951859956,reproduced,32.55174670998473,906,25.667690515464948,9.199852649816727,54.88348069706676,20.028024438921015,30.687715679530687,0.8664459161147903,reproduced
Yo_S5_Ex_D_d0,Yo,S5,Ex,D,870,-9.245299682636561e-06,870,-6.160280020751889e-06,-3.722170840207905e-05,-8.318304138431615e-08,-1.4673050781501354e-05,-2.2628439965206048e-06,0.364367816091954,reproduced,0.1536943725648643,870,0.16676843452423276,0.14462776028849725,2.120666582331319e+31,0.1546591812704843,0.20587327515225023,0.1724137931034483,reproduced,736.2063744976563,870,704.8397745917853,243.45490662580266,1858.283403726586,456.46973059755834,1031.8235152477303,0.5275862068965518,reproduced,52.428146726080286,870,42.958017818755486,24.753368768520055,59.964276992511735,37.437294702304634,48.70840775852048,0.9252873563218391,reproduced
Yo_S5_In_D_d0,Yo,S5,In,D,844,-0.00011309402020741252,844,-7.221109211761728e-05,-0.0003582032190005415,-2.4176919765276074e-06,-0.00013159953102600546,-3.456072081301523e-05,0.26895734597156395,reproduced,0.12656248124041858,844,0.14509335224230552,0.11669490171506192,1.5678793832811736e+30,0.1280525150699204,0.38673316382935785,0.16587677725118483,reproduced,794.3953622421861,844,723.3344382862244,240.82607357704998,2524.5866056135383,477.2409807675858,1092.8155337750402,0.5651658767772512,reproduced,50.68882960379316,842,43.98596020845406,27.32170637088567,102.04292105379989,38.386037431006265,49.49119446559407,0.8396674584323041,reproduced
