subset,relationship,c,n_valid,pearson_r,pearson_p,spearman_rho,spearman_p,slope,intercept,r2
drought_only,S_full vs dominant_real_eigenvalue,0.0025,30.0,-0.3958645472339034,0.03035344222012662,-0.3103448275862069,0.09509721395616928,-3.875670925097731e-07,-5.673509245058728e-07,0.15670873975670335
drought_only,S_full vs dominant_real_eigenvalue,0.005,30.0,-0.4257973477464487,0.01897606082708079,-0.36106785317018913,0.049958497425618406,-7.52702797958578e-07,-7.51276586626388e-07,0.1813033813479102
drought_only,S_full vs dominant_real_eigenvalue,0.0075,30.0,-0.4175639844323251,0.021679951107981453,-0.3236929922135706,0.08099687862909574,-9.406689160989148e-07,-4.9734227509118e-06,0.17435968109499891
drought_only,S_full vs dominant_real_eigenvalue,0.01,30.0,-0.4252674865726364,0.019141241480096605,-0.3121245828698554,0.09311670346451129,-1.2442257700531708e-06,-5.2341398778688814e-06,0.1808524351358076
drought_only,S_full vs dominant_real_eigenvalue,0.015,29.0,-0.44766350199410404,0.01488710911749825,-0.4118226600985221,0.026436936318061443,-1.7249284186042095e-06,-7.708989355563621e-06,0.2004026110176251
drought_only,S_full vs dominant_real_eigenvalue,0.02,30.0,-0.427797202347142,0.018363192160287842,-0.3450500556173526,0.06184179004278734,-2.157033726685786e-06,-1.3248899795118805e-05,0.18301044633604166
drought_only,S_full vs dominant_real_eigenvalue,0.03,30.0,-0.4302206972063078,0.017642525271579643,-0.3228031145717464,0.08188381695492775,-3.0828329321585082e-06,-1.8296699593919216e-05,0.18508984830468161
drought_only,S_full vs dominant_real_eigenvalue,0.05,30.0,-0.44869254682184617,0.012882634777563825,-0.332146829810901,0.07293427541465132,-4.862022770787506e-06,-2.3131765914410934e-05,0.20132500157347466
drought_only,S_full vs reactivity,0.001,30.0,0.5888814879952783,0.0006182655038223068,0.5710789766407119,0.0009810131454760854,0.0005487572164190065,0.14365804213533057,0.3467814069035331
drought_only,S_full vs reactivity,0.0025,30.0,0.6251629261130609,0.00022106589949822953,0.6800889877641824,3.560064678370643e-05,0.0005290261178042906,0.1349198231729083,0.39082868418624445
drought_only,S_full vs reactivity,0.005,30.0,0.56383395354785,0.0011750971510708591,0.5265850945494994,0.0027953088630129443,0.0004629300282488687,0.12341211701678736,0.31790872717339874
drought_only,S_full vs reactivity,0.0075,30.0,0.532898448661791,0.0024301101438165672,0.5230255839822024,0.0030213652646534158,0.00045441306981133393,0.11144329129954465,0.2839807565861434
drought_only,S_full vs reactivity,0.01,30.0,0.41175262407029045,0.02377304975625197,0.34060066740823136,0.06550675680791365,0.0004012920508711263,0.10367940268095935,0.16954022342877012
drought_only,S_full vs reactivity,0.015,29.0,0.3928384985786248,0.03502815844873223,0.32758620689655166,0.08278682478282431,0.0004022939264032607,0.08580356293213456,0.15432208596550814
drought_only,S_full vs reactivity,0.02,30.0,0.37451359372820087,0.04144820405541827,0.28453837597330367,0.1275192365359071,0.0004144299961340821,0.07268646209221272,0.1402604318872119
drought_only,S_full vs reactivity,0.03,30.0,0.3633096446352847,0.04845075322738873,0.31701890989988873,0.08783155046091667,0.00042840820850535645,0.05454105328198902,0.13199389788501686
drought_only,S_full vs reactivity,0.05,30.0,0.36059218341539645,0.05028314442291016,0.3704115684093437,0.04391134217345023,0.00042584977023362656,0.03458502722021743,0.13002672274028307
drought_only,S_full vs total_flux,0.001,30.0,0.7712288359513121,6.100640333325589e-07,0.8634037819799777,8.201449286299972e-10,14.106236009805228,50.248568737718585,0.5947939174028157
drought_only,S_full vs total_flux,0.0025,30.0,0.7631061060514079,9.412194753108068e-07,0.8593993325917685,1.197674700479802e-09,14.688552660574961,39.88872810869839,0.5823309290929428
drought_only,S_full vs total_flux,0.005,30.0,0.7036801240976959,1.4369829388708092e-05,0.8433815350389321,4.88846997281674e-09,14.491367925921576,68.3598022708893,0.4951657170501485
drought_only,S_full vs total_flux,0.0075,30.0,0.6934545992426127,2.1514395358797253e-05,0.8593993325917685,1.197674700479802e-09,14.735575500375523,71.7513157521471,0.48087928121073237
drought_only,S_full vs total_flux,0.01,30.0,0.6987729050161323,1.747672971605746e-05,0.8238042269187986,2.2370311120748505e-08,16.299945391756367,31.744364522742785,0.48828357278468454
drought_only,S_full vs total_flux,0.015,29.0,0.6417647838366878,0.00017517570390765625,0.8285714285714284,2.85717828917729e-08,15.870676804791454,91.75258817303245,0.4118620377729507
drought_only,S_full vs total_flux,0.02,30.0,0.6365113778950796,0.0001560163028242856,0.8447163515016683,4.374279356031413e-09,17.767403402495336,35.949925000304574,0.40514673418989255
drought_only,S_full vs total_flux,0.03,30.0,0.6035267580298193,0.0004143237579543134,0.8416017797552835,5.660291682411409e-09,20.303425171929614,6.572691280993922,0.3642445476579836
drought_only,S_full vs total_flux,0.05,30.0,0.5678044366670143,0.0010649541198997016,0.8451612903225806,4.2142250317228566e-09,24.90158134509848,-53.11346647774212,0.32240187829874534
drought_only,S_het vs dominant_real_eigenvalue,0.001,30.0,-0.26743550160242785,0.15307926165196814,-0.3886540600667408,0.03379221869951787,-2.4048048115144186e-07,-3.235822836937899e-05,0.07152174751734225
drought_only,S_het vs dominant_real_eigenvalue,0.0025,30.0,-0.25815294987008347,0.16840144765865922,-0.39265850945494996,0.0318455929422447,-5.482837853868425e-07,-7.469224513992826e-05,0.06664294552662589
drought_only,S_het vs dominant_real_eigenvalue,0.005,30.0,-0.2772339005026397,0.1380211030446872,-0.3793103448275862,0.03870947184516464,-1.0175144158546817e-06,-0.00013978807688616888,0.07685863558790758
drought_only,S_het vs dominant_real_eigenvalue,0.0075,30.0,-0.3458331286093471,0.06121370627840977,-0.4576195773081201,0.010999513706573325,-1.730371070041691e-06,-0.00023029147186409048,0.11960055284372927
drought_only,S_het vs dominant_real_eigenvalue,0.01,30.0,-0.34718803093555034,0.060138774765313346,-0.40289210233592887,0.02728078120515901,-2.031663210905287e-06,-0.0002765341032386228,0.12053952882490458
drought_only,S_het vs dominant_real_eigenvalue,0.015,30.0,-0.3467153779974241,0.06051206800402654,-0.43492769744160176,0.016309663296980074,-2.93721871376431e-06,-0.00039992927957283915,0.12021155333989669
drought_only,S_het vs dominant_real_eigenvalue,0.02,30.0,-0.31237003373464894,0.09284603930622062,-0.35661846496106786,0.05306096153780767,-3.352605659052658e-06,-0.000467426255347291,0.09757503797538579
drought_only,S_het vs dominant_real_eigenvalue,0.03,29.0,-0.31195117017691926,0.0994719867442641,-0.3581280788177339,0.05644764920508337,-4.49413044013753e-06,-0.000643962533028266,0.09731353257474934
drought_only,S_het vs dominant_real_eigenvalue,0.05,30.0,-0.3097446582332518,0.09577222070477265,-0.3668520578420467,0.046142102592444716,-6.5735220708561306e-06,-0.0009720746723226985,0.09594175330403394
drought_only,S_het vs reactivity,0.001,30.0,0.13144483791440711,0.4887022117652895,0.3027808676307008,0.10387170798379251,0.00027522684690510794,0.1931686500336483,0.01727774541434477
drought_only,S_het vs reactivity,0.0025,30.0,0.07338753050309321,0.69994067957072,0.23025583982202447,0.2209128441406057,0.00013472065843618474,0.1683165727552829,0.005385729633342433
drought_only,S_het vs reactivity,0.005,30.0,0.040906897289380406,0.8300593913960861,0.09410456062291435,0.6208609916262413,6.973235378419033e-05,0.14728010008201578,0.001673374245843918
drought_only,S_het vs reactivity,0.0075,30.0,0.07103472681000012,0.709139005166013,0.07897664071190211,0.6782581459823961,0.00013453521106309796,0.14244971059972653,0.005045932412971349
drought_only,S_het vs reactivity,0.01,30.0,-0.04722463683241121,0.8042835784776712,-0.08565072302558399,0.6526939314208455,-9.205402197976212e-05,0.10769603153215246,0.0022301663239531282
drought_only,S_het vs reactivity,0.015,30.0,0.01606876139504205,0.9328356330800145,0.04382647385984427,0.818124587425803,3.573936599325235e-05,0.10447759761124926,0.00025820509277079323
drought_only,S_het vs reactivity,0.02,30.0,0.006523206111567424,0.9727087582832454,-0.007341490545050056,0.9692867983901742,1.5365220979820396e-05,0.08967553775971245,4.2552217973990544e-05
drought_only,S_het vs reactivity,0.03,29.0,0.07886647903116487,0.6842565154315927,0.04137931034482758,0.8312306026358672,0.00018504208939401873,0.09212663668030907,0.0062199215147731675
drought_only,S_het vs reactivity,0.05,30.0,0.039700377957172024,0.8350024692589569,-0.03492769744160178,0.8546147402882804,9.182499587474228e-05,0.06190041109699008,0.001576120009942312
