n_groups,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p,spearman_ci_low,spearman_ci_high,linear_slope,linear_intercept,linear_r2,linear_p,linear_std_err
30,-0.47626254540018814,0.007802175221509167,-0.6942442682176637,-0.1755857105900584,-0.4834260289210234,0.006803320313949213,-0.7606234644986122,-0.12301418157177374,-0.008154530548549414,0.7638228768154303,0.2268260121510662,0.007802175221509202,0.0028451956553689367
